gene,transmissibility,n_amplified_cases,n_rows,meets_primary_20,meets_relaxed_10
MCCC2,0.15294117647058825,85,85,True,True
MCEE,0.016666666666666666,120,120,True,True
MCF2L,0.11688311688311688,77,77,True,True
MCFD2,0.3050847457627119,118,118,True,True
MCL1,0.25125628140703515,199,199,True,True
MCM2,0.9173553719008265,121,121,True,True
MCM3,0.9489795918367347,98,98,True,True
MCM3AP,0.453125,64,64,True,True
MCM4,0.9206349206349206,126,126,True,True
MCM5,0.9482758620689655,58,58,True,True
MCM6,0.9285714285714286,98,98,True,True
MCM7,0.8818181818181818,220,220,True,True
MCMBP,0.746031746031746,63,63,True,True
MCRS1,0.5495495495495496,111,111,True,True
MCU,0.5652173913043478,69,69,True,True
MCUR1,0.1595744680851064,94,94,True,True
MDC1,0.6979166666666666,96,96,True,True
MDH1,0.06451612903225806,124,124,True,True
MDH2,0.1822429906542056,214,214,True,True
MDK,0.7538461538461538,65,65,True,True
MDM1,0.015151515151515152,132,132,True,True
MDN1,0.68,50,50,True,True
ME1,0.48214285714285715,56,56,True,True
ME2,0.4909090909090909,55,55,True,True
ME3,0.056818181818181816,88,88,True,True
MEA1,0.6822429906542056,107,107,True,True
MEAF6,0.19753086419753085,81,81,True,True
MECOM,0.25,184,184,True,True
MECR,0.21875,64,64,True,True
MED1,0.8916666666666667,120,120,True,True
MED10,0.40860215053763443,186,186,True,True
MED11,0.4523809523809524,42,42,True,True
MED13,0.5873015873015873,126,126,True,True
MED13L,0.5567010309278351,97,97,True,True
MED15,0.7439024390243902,82,82,True,True
MED16,0.5657894736842105,76,76,True,True
MED17,0.8235294117647058,85,85,True,True
MED18,0.6065573770491803,61,61,True,True
MED20,0.8181818181818182,110,110,True,True
MED21,0.2751677852348993,149,149,True,True
MED22,0.5714285714285714,56,56,True,True
MED23,0.8775510204081632,49,49,True,True
MED24,0.8421052631578947,114,114,True,True
MED25,0.4943820224719101,89,89,True,True
MED27,0.7543859649122807,57,57,True,True
MED28,0.5689655172413793,58,58,True,True
MED29,0.7218045112781954,133,133,True,True
MED30,0.5459770114942529,174,174,True,True
MED4,0.5918367346938775,49,49,True,True
MED6,0.6835443037974683,79,79,True,True
MED7,0.5691056910569106,123,123,True,True
MED8,0.8255813953488372,86,86,True,True
MEF2D,0.28,200,200,True,True
MEGF8,0.3838383838383838,99,99,True,True
MEIS1,0.016260162601626018,123,123,True,True
MEMO1,0.7241379310344828,116,116,True,True
MEN1,0.23076923076923078,91,91,True,True
MEPCE,0.7828054298642534,221,221,True,True
MEST,0.3106796116504854,206,206,True,True
MET,0.6057692307692307,208,208,True,True
METAP1,0.6595744680851063,47,47,True,True
METAP2,0.5882352941176471,102,102,True,True
METTL1,0.7633587786259542,131,131,True,True
METTL14,0.46938775510204084,49,49,True,True
METTL15,0.2459016393442623,61,61,True,True
METTL16,0.5813953488372093,43,43,True,True
METTL17,0.42424242424242425,99,99,True,True
METTL2B,0.8431372549019608,204,204,True,True
METTL3,0.53125,96,96,True,True
METTL5,0.6428571428571429,112,112,True,True
METTL7A,0.035398230088495575,113,113,True,True
METTL7B,0.46956521739130436,115,115,True,True
METTL9,0.6116504854368932,103,103,True,True
MFAP1,0.6862745098039216,51,51,True,True
MFAP2,0.44776119402985076,67,67,True,True
MFAP4,0.10909090909090909,55,55,True,True
MFAP5,0.13970588235294118,136,136,True,True
MFF,0.40963855421686746,83,83,True,True
MFGE8,0.057971014492753624,69,69,True,True
MFN1,0.3314917127071823,181,181,True,True
MFN2,0.19117647058823528,68,68,True,True
MFSD10,0.3620689655172414,58,58,True,True
MFSD6,0.37623762376237624,101,101,True,True
MGA,0.7608695652173914,46,46,True,True
MGAT1,0.46153846153846156,130,130,True,True
MGAT2,0.49473684210526314,95,95,True,True
MGAT5,0.5959595959595959,99,99,True,True
MGLL,0.0743801652892562,121,121,True,True
MGME1,0.5661764705882353,136,136,True,True
MGMT,0.25,64,64,True,True
MGP,0.06766917293233082,133,133,True,True
MGRN1,0.5277777777777778,108,108,True,True
MGST1,0.2074074074074074,135,135,True,True
MGST2,0.0392156862745098,51,51,True,True
MGST3,0.1326530612244898,196,196,True,True
MIA2,0.4766355140186916,107,107,True,True
MIA3,0.4644808743169399,183,183,True,True
MIB1,0.4424778761061947,113,113,True,True
MIB2,0.13043478260869565,69,69,True,True
MICAL1,0.15555555555555556,45,45,True,True
MICAL3,0.2857142857142857,77,77,True,True
MICALL1,0.4642857142857143,56,56,True,True
MICALL2,0.6216216216216216,222,222,True,True
MICU1,0.5362318840579711,69,69,True,True
MICU2,0.5370370370370371,54,54,True,True
MIEF1,0.43333333333333335,60,60,True,True
MIEN1,0.3416666666666667,120,120,True,True
MIER1,0.45,60,60,True,True
MIF,0.6891891891891891,74,74,True,True
MIF4GD,0.06451612903225806,124,124,True,True
MINK1,0.047619047619047616,42,42,True,True
MINPP1,0.5333333333333333,60,60,True,True
MIOS,0.27391304347826084,230,230,True,True
MIPEP,0.27450980392156865,51,51,True,True
MIS12,0.425,40,40,True,True
MITF,0.20833333333333334,48,48,True,True
MKI67,0.8387096774193549,62,62,True,True
MKLN1,0.5700483091787439,207,207,True,True
MKNK1,0.2625,80,80,True,True
MKRN1,0.5123152709359606,203,203,True,True
MKRN2,0.22916666666666666,48,48,True,True
MLEC,0.7291666666666666,96,96,True,True
MLF2,0.45323741007194246,139,139,True,True
MLH1,0.8043478260869565,46,46,True,True
MLKL,0.5368421052631579,95,95,True,True
MLLT1,0.36619718309859156,71,71,True,True
MLLT6,0.39823008849557523,113,113,True,True
MLST8,0.10101010101010101,99,99,True,True
MLX,0.21818181818181817,110,110,True,True
MLXIP,0.29292929292929293,99,99,True,True
MLYCD,0.15476190476190477,84,84,True,True
MMAA,0.21153846153846154,52,52,True,True
MMAB,0.09803921568627451,102,102,True,True
MME,0.055900621118012424,161,161,True,True
MMP14,0.8876404494382022,89,89,True,True
MMP2,0.22340425531914893,94,94,True,True
MMP7,0.43373493975903615,83,83,True,True
MMP8,0.30864197530864196,81,81,True,True
MMP9,0.21768707482993196,147,147,True,True
MMRN1,0.09259259259259259,54,54,True,True
MMRN2,0.016666666666666666,60,60,True,True
MMS19,0.8360655737704918,61,61,True,True
MNAT1,0.7727272727272727,88,88,True,True
MNDA,0.29292929292929293,198,198,True,True
MOB2,0.08333333333333333,48,48,True,True
MOB3A,0.5333333333333333,75,75,True,True
MOB4,0.36363636363636365,99,99,True,True
MOCS1,0.0,102,102,True,True
MOCS2,0.2857142857142857,98,98,True,True
MOCS3,0.3202614379084967,153,153,True,True
MOGS,0.6722689075630253,119,119,True,True
MON1B,0.19540229885057472,87,87,True,True
MON2,0.6050420168067226,119,119,True,True
MORC2,0.78125,64,64,True,True
MORC3,0.5342465753424658,73,73,True,True
MORF4L1,0.6612903225806451,62,62,True,True
MOV10,0.55,60,60,True,True
MOXD1,0.17647058823529413,51,51,True,True
MPC2,0.09230769230769231,195,195,True,True
MPDU1,0.42857142857142855,42,42,True,True
MPDZ,0.0,53,53,True,True
MPG,0.7551020408163265,98,98,True,True
MPHOSPH10,0.9166666666666666,120,120,True,True
MPHOSPH6,0.5542168674698795,83,83,True,True
MPHOSPH8,0.6153846153846154,52,52,True,True
MPI,0.18333333333333332,60,60,True,True
MPLKIP,0.5225225225225225,222,222,True,True
MPO,0.41228070175438597,114,114,True,True
MPP5,0.012987012987012988,77,77,True,True
MPP6,0.2838427947598253,229,229,True,True
MPP7,0.16091954022988506,87,87,True,True
MPRIP,0.021739130434782608,46,46,True,True
MPST,0.05263157894736842,57,57,True,True
MPV17,0.13675213675213677,117,117,True,True
MPZL1,0.517948717948718,195,195,True,True
MRAS,0.007042253521126761,142,142,True,True
MRC1,0.036585365853658534,82,82,True,True
MRC2,0.272,125,125,True,True
MRGBP,0.6363636363636364,154,154,True,True
MRI1,0.4880952380952381,84,84,True,True
MRM1,0.3883495145631068,103,103,True,True
MROH1,0.22424242424242424,165,165,True,True
MRPL1,0.38095238095238093,63,63,True,True
MRPL10,0.4107142857142857,112,112,True,True
MRPL11,0.3431372549019608,102,102,True,True
MRPL12,0.4956521739130435,115,115,True,True
MRPL13,0.2303370786516854,178,178,True,True
MRPL14,0.22429906542056074,107,107,True,True
MRPL15,0.43795620437956206,137,137,True,True
MRPL16,0.26582278481012656,79,79,True,True
MRPL17,0.17543859649122806,57,57,True,True
MRPL18,0.30434782608695654,46,46,True,True
MRPL19,0.226890756302521,119,119,True,True
MRPL2,0.4672897196261682,107,107,True,True
MRPL20,0.3142857142857143,70,70,True,True
MRPL21,0.35714285714285715,112,112,True,True
MRPL22,0.25,124,124,True,True
MRPL23,0.21739130434782608,46,46,True,True
MRPL24,0.215,200,200,True,True
MRPL27,0.42063492063492064,126,126,True,True
MRPL28,0.3979591836734694,98,98,True,True
MRPL3,0.2992125984251969,127,127,True,True
MRPL30,0.2336448598130841,107,107,True,True
MRPL32,0.2062780269058296,223,223,True,True
MRPL33,0.30578512396694213,121,121,True,True
MRPL34,0.24468085106382978,94,94,True,True
MRPL35,0.4915254237288136,118,118,True,True
MRPL37,0.11764705882352941,68,68,True,True
MRPL38,0.2644628099173554,121,121,True,True
MRPL39,0.2638888888888889,72,72,True,True
MRPL4,0.21428571428571427,84,84,True,True
MRPL40,0.225,80,80,True,True
MRPL41,0.296875,64,64,True,True
MRPL42,0.18627450980392157,102,102,True,True
MRPL43,0.2631578947368421,57,57,True,True
MRPL44,0.2625,80,80,True,True
MRPL45,0.30701754385964913,114,114,True,True
MRPL46,0.3188405797101449,69,69,True,True
MRPL47,0.31666666666666665,180,180,True,True
MRPL48,0.29292929292929293,99,99,True,True
MRPL49,0.3804347826086957,92,92,True,True
MRPL50,0.3050847457627119,59,59,True,True
MRPL51,0.2357142857142857,140,140,True,True
MRPL52,0.18181818181818182,88,88,True,True
MRPL53,0.31932773109243695,119,119,True,True
MRPL54,0.22972972972972974,74,74,True,True
MRPL55,0.29120879120879123,182,182,True,True
MRPL9,0.22959183673469388,196,196,True,True
MRPS10,0.4074074074074074,108,108,True,True
MRPS11,0.15942028985507245,69,69,True,True
MRPS12,0.3053435114503817,131,131,True,True
MRPS14,0.1407035175879397,199,199,True,True
MRPS15,0.33766233766233766,77,77,True,True
MRPS16,0.2608695652173913,69,69,True,True
MRPS17,0.16216216216216217,222,222,True,True
MRPS18A,0.38317757009345793,107,107,True,True
MRPS18B,0.2,95,95,True,True
MRPS18C,0.16666666666666666,54,54,True,True
MRPS2,0.2777777777777778,54,54,True,True
MRPS21,0.3487179487179487,195,195,True,True
MRPS22,0.2013888888888889,144,144,True,True
MRPS23,0.26548672566371684,113,113,True,True
MRPS24,0.22171945701357465,221,221,True,True
MRPS25,0.10416666666666667,48,48,True,True
MRPS26,0.2932330827067669,133,133,True,True
MRPS27,0.1744186046511628,86,86,True,True
MRPS28,0.34,150,150,True,True
MRPS30,0.18232044198895028,181,181,True,True
MRPS31,0.28846153846153844,52,52,True,True
MRPS33,0.2524752475247525,202,202,True,True
MRPS34,0.40594059405940597,101,101,True,True
MRPS35,0.23178807947019867,151,151,True,True
MRPS36,0.08433734939759036,83,83,True,True
MRPS5,0.2920353982300885,113,113,True,True
MRPS6,0.21052631578947367,76,76,True,True
MRPS7,0.33064516129032256,124,124,True,True
MRPS9,0.24528301886792453,106,106,True,True
MRRF,0.5166666666666667,60,60,True,True
MRTO4,0.96875,64,64,True,True
MRVI1,0.0847457627118644,59,59,True,True
MSH2,0.9083333333333333,120,120,True,True
MSH3,0.8170731707317073,82,82,True,True
MSH6,0.8416666666666667,120,120,True,True
MSI2,0.543859649122807,114,114,True,True
MSMO1,0.2978723404255319,47,47,True,True
MSR1,0.14814814814814814,54,54,True,True
MSRA,0.03571428571428571,56,56,True,True
MSRB2,0.08333333333333333,84,84,True,True
MSRB3,0.03278688524590164,122,122,True,True
MST1,0.11627906976744186,43,43,True,True
MSTO1,0.7386934673366834,199,199,True,True
MT1F,0.17894736842105263,95,95,True,True
MT2A,0.2631578947368421,95,95,True,True
MTA1,0.6823529411764706,85,85,True,True
MTA2,0.7848101265822784,79,79,True,True
MTA3,0.6833333333333333,120,120,True,True
MTAP,0.7647058823529411,34,34,True,True
MTCH1,0.15151515151515152,99,99,True,True
MTCH2,0.3125,64,64,True,True
MTCL1,0.7156862745098039,102,102,True,True
MTDH,0.7857142857142857,168,168,True,True
MTERF4,0.22666666666666666,75,75,True,True
MTFMT,0.21052631578947367,57,57,True,True
MTFR1,0.5539568345323741,139,139,True,True
MTFR1L,0.0,61,61,True,True
MTG1,0.28125,64,64,True,True
MTG2,0.25165562913907286,151,151,True,True
MTHFD1,0.5432098765432098,81,81,True,True
MTHFD1L,0.8367346938775511,49,49,True,True
MTHFD2,0.8333333333333334,120,120,True,True
MTHFR,0.2878787878787879,66,66,True,True
MTHFS,0.14754098360655737,61,61,True,True
MTHFSD,0.525,80,80,True,True
MTIF2,0.2396694214876033,121,121,True,True
MTIF3,0.21153846153846154,52,52,True,True
MTMR10,0.18,50,50,True,True
MTMR12,0.08994708994708994,189,189,True,True
MTMR14,0.19230769230769232,52,52,True,True
MTMR2,0.09302325581395349,86,86,True,True
MTMR3,0.3380281690140845,71,71,True,True
MTMR6,0.14,50,50,True,True
MTMR9,0.13793103448275862,58,58,True,True
MTO1,0.40625,64,64,True,True
MTOR,0.3076923076923077,65,65,True,True
MTPAP,0.5465116279069767,86,86,True,True
MTPN,0.3382352941176471,204,204,True,True
MTR,0.12432432432432433,185,185,True,True
MTRR,0.291005291005291,189,189,True,True
MTSS1,0.2122905027932961,179,179,True,True
MTURN,0.08296943231441048,229,229,True,True
MTUS1,0.38181818181818183,55,55,True,True
MTX1,0.155,200,200,True,True
MTX2,0.009174311926605505,109,109,True,True
MTX3,0.16049382716049382,81,81,True,True
MUC1,0.255,200,200,True,True
MVB12A,0.648936170212766,94,94,True,True
MVD,0.6282051282051282,78,78,True,True
MVK,0.28431372549019607,102,102,True,True
MVP,0.6396396396396397,111,111,True,True
MX1,0.5671641791044776,67,67,True,True
MX2,0.6716417910447762,67,67,True,True
MXRA7,0.17094017094017094,117,117,True,True
MXRA8,0.2535211267605634,71,71,True,True
MYADM,0.06451612903225806,93,93,True,True
MYBBP1A,0.9523809523809523,42,42,True,True
MYCBP,0.5238095238095238,84,84,True,True
MYCBP2,0.5223880597014925,67,67,True,True
MYD88,0.6888888888888889,45,45,True,True
MYDGF,0.6891891891891891,74,74,True,True
MYEF2,0.49056603773584906,53,53,True,True
MYH10,0.025,40,40,True,True
MYH11,0.009615384615384616,104,104,True,True
MYH14,0.16853932584269662,89,89,True,True
MYH9,0.44642857142857145,56,56,True,True
MYL12A,0.11214953271028037,107,107,True,True
MYL4,0.02727272727272727,110,110,True,True
MYL6,0.0743801652892562,121,121,True,True
MYL6B,0.15,120,120,True,True
MYL9,0.046357615894039736,151,151,True,True
MYLK,0.0,120,120,True,True
MYO10,0.31351351351351353,185,185,True,True
MYO18A,0.3557692307692308,104,104,True,True
MYO19,0.46078431372549017,102,102,True,True
MYO1B,0.07920792079207921,101,101,True,True
MYO1C,0.022222222222222223,45,45,True,True
MYO1D,0.08080808080808081,99,99,True,True
MYO1E,0.8490566037735849,53,53,True,True
MYO1F,0.25316455696202533,79,79,True,True
MYO1G,0.31390134529147984,223,223,True,True
MYO5A,0.2830188679245283,53,53,True,True
MYO5B,0.4074074074074074,54,54,True,True
MYO5C,0.07547169811320754,53,53,True,True
MYO6,0.5333333333333333,60,60,True,True
MYO9A,0.140625,64,64,True,True
MYO9B,0.6170212765957447,94,94,True,True
MYOF,0.5344827586206896,58,58,True,True
MZB1,0.3504273504273504,117,117,True,True
MZT1,0.2537313432835821,67,67,True,True
MZT2B,0.15841584158415842,101,101,True,True
N4BP1,0.25773195876288657,97,97,True,True
N4BP2,0.21739130434782608,69,69,True,True
N4BP2L2,0.21153846153846154,52,52,True,True
N6AMT1,0.2876712328767123,73,73,True,True
NAA15,0.9607843137254902,51,51,True,True
NAA16,0.23076923076923078,52,52,True,True
NAA20,0.475177304964539,141,141,True,True
NAA25,0.96,100,100,True,True
NAA30,0.4883720930232558,86,86,True,True
NAA35,0.4406779661016949,59,59,True,True
NAA38,0.34146341463414637,41,41,True,True
NAA40,0.8095238095238095,84,84,True,True
NAA50,0.831858407079646,113,113,True,True
NAAA,0.109375,64,64,True,True
NAALADL2,0.19553072625698323,179,179,True,True
NAB1,0.5784313725490197,102,102,True,True
NAB2,0.603448275862069,116,116,True,True
NABP2,0.6083333333333333,120,120,True,True
NACA,0.825,120,120,True,True
NACC1,0.6235294117647059,85,85,True,True
NADK,0.5846153846153846,65,65,True,True
NADK2,0.24607329842931938,191,191,True,True
NADSYN1,0.6372549019607843,102,102,True,True
NAE1,0.3368421052631579,95,95,True,True
NAF1,0.6382978723404256,47,47,True,True
NAGA,0.15254237288135594,59,59,True,True
NAGK,0.275,120,120,True,True
NAGLU,0.21818181818181817,110,110,True,True
NAIP,0.4588235294117647,85,85,True,True
NAMPT,0.7952380952380952,210,210,True,True
NANP,0.5973154362416108,149,149,True,True
NANS,0.47368421052631576,57,57,True,True
NAP1L1,0.8090909090909091,110,110,True,True
NAP1L4,0.6274509803921569,51,51,True,True
NAPA,0.03571428571428571,84,84,True,True
NAPB,0.13333333333333333,150,150,True,True
NAPG,0.3229166666666667,96,96,True,True
NAPRT,0.21084337349397592,166,166,True,True
NARS,0.4074074074074074,54,54,True,True
NARS2,0.24468085106382978,94,94,True,True
NASP,0.891566265060241,83,83,True,True
NAT1,0.5357142857142857,56,56,True,True
NAT10,0.90625,64,64,True,True
NAV1,0.7263157894736842,190,190,True,True
NAV2,0.3770491803278688,61,61,True,True
NBAS,0.20353982300884957,113,113,True,True
NBEA,0.14285714285714285,56,56,True,True
NBEAL1,0.1368421052631579,95,95,True,True
NBEAL2,0.38636363636363635,44,44,True,True
NBN,0.7025316455696202,158,158,True,True
NBR1,0.4095238095238095,105,105,True,True
NCALD,0.06857142857142857,175,175,True,True
NCAM1,0.17391304347826086,69,69,True,True
NCAPD2,0.7642857142857142,140,140,True,True
NCAPH,0.8839285714285714,112,112,True,True
NCBP1,0.7241379310344828,58,58,True,True
NCBP2,0.8047337278106509,169,169,True,True
NCDN,0.42857142857142855,70,70,True,True
NCEH1,0.1711229946524064,187,187,True,True
NCF1,0.2523364485981308,214,214,True,True
NCF2,0.2,190,190,True,True
NCF4,0.2807017543859649,57,57,True,True
NCK1,0.3382352941176471,136,136,True,True
NCK2,0.06666666666666667,105,105,True,True
NCKAP1,0.08181818181818182,110,110,True,True
NCKAP1L,0.34513274336283184,113,113,True,True
NCKAP5L,0.2972972972972973,111,111,True,True
NCKIPSD,0.11904761904761904,42,42,True,True
NCL,0.8641975308641975,81,81,True,True
NCLN,0.6027397260273972,73,73,True,True
NCOA1,0.18421052631578946,114,114,True,True
NCOA2,0.6041666666666666,144,144,True,True
NCOA3,0.6375838926174496,149,149,True,True
NCOA5,0.7755102040816326,147,147,True,True
NCOA6,0.4878048780487805,164,164,True,True
NCOA7,0.09433962264150944,53,53,True,True
NCOR1,0.8085106382978723,47,47,True,True
NCOR2,0.8125,96,96,True,True
NCS1,0.43103448275862066,58,58,True,True
NCSTN,0.6268656716417911,201,201,True,True
NDC1,0.6865671641791045,67,67,True,True
NDE1,0.5576923076923077,104,104,True,True
NDEL1,0.05,40,40,True,True
NDRG1,0.6875,176,176,True,True
NDRG2,0.020202020202020204,99,99,True,True
NDRG3,0.3815789473684211,152,152,True,True
NDUFA10,0.013157894736842105,76,76,True,True
NDUFA11,0.056338028169014086,71,71,True,True
NDUFA12,0.00980392156862745,102,102,True,True
NDUFA13,0.05263157894736842,95,95,True,True
NDUFA2,0.03418803418803419,117,117,True,True
NDUFA3,0.0425531914893617,94,94,True,True
NDUFA4,0.04405286343612335,227,227,True,True
NDUFA5,0.03431372549019608,204,204,True,True
NDUFA6,0.01694915254237288,59,59,True,True
NDUFA7,0.0,79,79,True,True
NDUFA8,0.05084745762711865,59,59,True,True
NDUFA9,0.02112676056338028,142,142,True,True
NDUFAB1,0.1262135922330097,103,103,True,True
NDUFAF1,0.21739130434782608,46,46,True,True
NDUFAF2,0.32098765432098764,81,81,True,True
NDUFAF3,0.14285714285714285,42,42,True,True
NDUFAF4,0.22727272727272727,44,44,True,True
NDUFAF5,0.13970588235294118,136,136,True,True
NDUFAF6,0.2545454545454545,165,165,True,True
NDUFAF7,0.22608695652173913,115,115,True,True
NDUFB1,0.08433734939759036,83,83,True,True
NDUFB10,0.0594059405940594,101,101,True,True
NDUFB2,0.04477611940298507,201,201,True,True
NDUFB3,0.052083333333333336,96,96,True,True
NDUFB4,0.07563025210084033,119,119,True,True
NDUFB5,0.03333333333333333,180,180,True,True
NDUFB6,0.041666666666666664,72,72,True,True
NDUFB7,0.056179775280898875,89,89,True,True
NDUFB8,0.05263157894736842,57,57,True,True
NDUFB9,0.07262569832402235,179,179,True,True
NDUFC2,0.0425531914893617,94,94,True,True
NDUFS1,0.021505376344086023,93,93,True,True
NDUFS2,0.01990049751243781,201,201,True,True
NDUFS3,0.0,63,63,True,True
NDUFS4,0.0,93,93,True,True
NDUFS5,0.011764705882352941,85,85,True,True
NDUFS6,0.016042780748663103,187,187,True,True
NDUFS7,0.012987012987012988,77,77,True,True
NDUFS8,0.0380952380952381,105,105,True,True
NDUFV1,0.027777777777777776,108,108,True,True
NDUFV2,0.009900990099009901,101,101,True,True
NDUFV3,0.15714285714285714,70,70,True,True
NEBL,0.04878048780487805,82,82,True,True
NECAP1,0.33088235294117646,136,136,True,True
NECAP2,0.2608695652173913,69,69,True,True
NEDD1,0.5098039215686274,102,102,True,True
NEDD4,0.2,55,55,True,True
NEDD4L,0.3148148148148148,54,54,True,True
NEDD8,0.1566265060240964,83,83,True,True
NEDD9,0.35294117647058826,102,102,True,True
NEFL,0.14545454545454545,55,55,True,True
NEGR1,0.03389830508474576,59,59,True,True
NEIL2,0.35,60,60,True,True
NEK1,0.10204081632653061,49,49,True,True
NEK3,0.3333333333333333,48,48,True,True
NEK4,0.23255813953488372,43,43,True,True
NEK6,0.6,60,60,True,True
NEK7,0.07407407407407407,189,189,True,True
NEK9,0.3,80,80,True,True
NELFA,0.6885245901639344,61,61,True,True
NELFB,0.7142857142857143,63,63,True,True
NELFCD,0.5,154,154,True,True
NELFE,0.7755102040816326,98,98,True,True
NEMF,0.6842105263157895,95,95,True,True
NENF,0.43243243243243246,185,185,True,True
NEO1,0.11864406779661017,59,59,True,True
NES,0.02512562814070352,199,199,True,True
NEU1,0.37373737373737376,99,99,True,True
NEURL4,0.3023255813953488,43,43,True,True
NEXN,0.01694915254237288,59,59,True,True
NF1,0.5851063829787234,94,94,True,True
NF2,0.2608695652173913,69,69,True,True
NFAT5,0.14432989690721648,97,97,True,True
NFATC1,0.19230769230769232,52,52,True,True
NFATC2,0.2582781456953642,151,151,True,True
NFATC2IP,0.5405405405405406,111,111,True,True
NFATC3,0.3263157894736842,95,95,True,True
NFATC4,0.27710843373493976,83,83,True,True
NFIA,0.109375,64,64,True,True
NFIB,0.2545454545454545,55,55,True,True
NFIC,0.2328767123287671,73,73,True,True
NFIX,0.16470588235294117,85,85,True,True
NFKB1,0.3695652173913043,46,46,True,True
NFKB2,0.8620689655172413,58,58,True,True
NFKBIA,0.20353982300884957,113,113,True,True
NFKBIB,0.6439393939393939,132,132,True,True
NFKBIE,0.6981132075471698,106,106,True,True
NFRKB,0.43661971830985913,71,71,True,True
NFS1,0.2138364779874214,159,159,True,True
NFU1,0.2892561983471074,121,121,True,True
NFX1,0.8148148148148148,81,81,True,True
NFXL1,0.5789473684210527,76,76,True,True
NFYB,0.25742574257425743,101,101,True,True
NFYC,0.30337078651685395,89,89,True,True
NGDN,0.8953488372093024,86,86,True,True
NGLY1,0.3617021276595745,47,47,True,True
NGRN,0.2916666666666667,72,72,True,True
NHEJ1,0.06172839506172839,81,81,True,True
NHLRC2,0.05,60,60,True,True
NHLRC3,0.09433962264150944,53,53,True,True
NHP2,0.515625,128,128,True,True
NHSL1,0.32653061224489793,49,49,True,True
NID1,0.043010752688172046,186,186,True,True
NID2,0.07526881720430108,93,93,True,True
NIF3L1,0.21649484536082475,97,97,True,True
NIFK,0.8715596330275229,109,109,True,True
NIN,0.03225806451612903,93,93,True,True
NIP7,0.8571428571428571,98,98,True,True
NIPBL,0.7696335078534031,191,191,True,True
NIPSNAP1,0.34328358208955223,67,67,True,True
NIPSNAP3A,0.08333333333333333,60,60,True,True
NISCH,0.044444444444444446,45,45,True,True
NIT1,0.16417910447761194,201,201,True,True
NIT2,0.2743362831858407,113,113,True,True
NKIRAS1,0.0851063829787234,47,47,True,True
NKIRAS2,0.29357798165137616,109,109,True,True
NKTR,0.574468085106383,47,47,True,True
NLE1,0.8686868686868687,99,99,True,True
NLN,0.8214285714285714,84,84,True,True
NLRX1,0.14285714285714285,70,70,True,True
NMD3,0.8509316770186336,161,161,True,True
NME1,0.3821138211382114,123,123,True,True
NME2,0.943089430894309,123,123,True,True
NME3,0.44554455445544555,101,101,True,True
NME6,0.13636363636363635,44,44,True,True
NME7,0.1794871794871795,195,195,True,True
NMI,0.8514851485148515,101,101,True,True
NMNAT1,0.328125,64,64,True,True
NMNAT3,0.11724137931034483,145,145,True,True
NMRAL1,0.43119266055045874,109,109,True,True
NMRK1,0.13114754098360656,61,61,True,True
NMT1,0.7222222222222222,108,108,True,True
NMT2,0.04819277108433735,83,83,True,True
NNMT,0.7246376811594203,69,69,True,True
NNT,0.29508196721311475,183,183,True,True
NOA1,0.358974358974359,78,78,True,True
NOB1,0.7684210526315789,95,95,True,True
NOC2L,0.8955223880597015,67,67,True,True
NOC3L,0.8166666666666667,60,60,True,True
NOC4L,0.8333333333333334,90,90,True,True
NOL10,0.9375,112,112,True,True
NOL11,0.9596774193548387,124,124,True,True
NOL3,0.5625,96,96,True,True
NOL4L,0.35365853658536583,164,164,True,True
NOL6,0.8734177215189873,79,79,True,True
NOL7,0.648936170212766,94,94,True,True
NOL8,1.0,59,59,True,True
NOL9,0.71875,64,64,True,True
NOLC1,0.8596491228070176,57,57,True,True
NOM1,0.8090452261306532,199,199,True,True
NOP10,0.58,50,50,True,True
NOP14,0.8103448275862069,58,58,True,True
NOP16,0.937984496124031,129,129,True,True
NOP2,0.9290780141843972,141,141,True,True
NOP56,0.8059701492537313,134,134,True,True
NOP58,0.8020833333333334,96,96,True,True
NOP9,0.8192771084337349,83,83,True,True
NOS1AP,0.36363636363636365,198,198,True,True
NOS3,0.17733990147783252,203,203,True,True
NOSIP,0.8152173913043478,92,92,True,True
NOSTRIN,0.02702702702702703,111,111,True,True
NOTCH1,0.3333333333333333,60,60,True,True
NOTCH2,0.16049382716049382,81,81,True,True
NOTCH3,0.5604395604395604,91,91,True,True
NOVA2,0.07692307692307693,91,91,True,True
NPC1,0.5196078431372549,102,102,True,True
NPC2,0.07228915662650602,83,83,True,True
NPEPL1,0.25806451612903225,155,155,True,True
NPEPPS,0.5045045045045045,111,111,True,True
NPL,0.17708333333333334,192,192,True,True
NPLOC4,0.808695652173913,115,115,True,True
NPM1,0.8091603053435115,131,131,True,True
NPM3,0.6842105263157895,57,57,True,True
NPNT,0.06382978723404255,47,47,True,True
NPRL2,0.11627906976744186,43,43,True,True
NPRL3,0.17346938775510204,98,98,True,True
NPTN,0.3050847457627119,59,59,True,True
NQO1,0.5473684210526316,95,95,True,True
NQO2,0.033707865168539325,89,89,True,True
NR2C2,0.16666666666666666,48,48,True,True
NR2C2AP,0.7083333333333334,96,96,True,True
NR2F2,0.12857142857142856,70,70,True,True
NR2F6,0.5638297872340425,94,94,True,True
NR3C1,0.2564102564102564,117,117,True,True
NRAS,0.38333333333333336,60,60,True,True
