gene,transmissibility,n_amplified_cases,n_rows,meets_primary_20,meets_relaxed_10
STAU2,0.6758620689655173,145,145,True,True
STC2,0.3076923076923077,130,130,True,True
STEAP3,0.3364485981308411,107,107,True,True
STIM1,0.5,58,58,True,True
STIM2,0.3448275862068966,58,58,True,True
STIP1,0.8674698795180723,83,83,True,True
STK10,0.3230769230769231,130,130,True,True
STK11,0.07792207792207792,77,77,True,True
STK11IP,0.12345679012345678,81,81,True,True
STK17B,0.5858585858585859,99,99,True,True
STK24,0.39705882352941174,68,68,True,True
STK25,0.039473684210526314,76,76,True,True
STK3,0.5595238095238095,168,168,True,True
STK32C,0.31746031746031744,63,63,True,True
STK33,0.017543859649122806,57,57,True,True
STK38,0.4444444444444444,99,99,True,True
STK38L,0.07333333333333333,150,150,True,True
STK39,0.6074766355140186,107,107,True,True
STK4,0.3741496598639456,147,147,True,True
STMN1,0.7213114754098361,61,61,True,True
STOM,0.10714285714285714,56,56,True,True
STOML2,0.675,80,80,True,True
STON1,0.11666666666666667,120,120,True,True
STON2,0.27848101265822783,79,79,True,True
STRADA,0.12195121951219512,123,123,True,True
STRAP,0.8014705882352942,136,136,True,True
STRBP,0.55,60,60,True,True
STRIP1,0.08064516129032258,62,62,True,True
STRN,0.22807017543859648,114,114,True,True
STRN3,0.4953271028037383,107,107,True,True
STRN4,0.25609756097560976,82,82,True,True
STT3A,0.7464788732394366,71,71,True,True
STT3B,0.46808510638297873,47,47,True,True
STUB1,0.29,100,100,True,True
STX10,0.4470588235294118,85,85,True,True
STX11,0.0,53,53,True,True
STX12,0.1111111111111111,63,63,True,True
STX16,0.5419354838709678,155,155,True,True
STX17,0.3389830508474576,59,59,True,True
STX18,0.2962962962962963,54,54,True,True
STX2,0.044444444444444446,90,90,True,True
STX3,0.10126582278481013,79,79,True,True
STX4,0.3,110,110,True,True
STX5,0.625,80,80,True,True
STX6,0.5238095238095238,189,189,True,True
STX7,0.11764705882352941,51,51,True,True
STX8,0.22727272727272727,44,44,True,True
STXBP1,0.0,63,63,True,True
STXBP2,0.24675324675324675,77,77,True,True
STXBP3,0.0,61,61,True,True
STXBP4,0.2605042016806723,119,119,True,True
STXBP5,0.08163265306122448,49,49,True,True
STXBP6,0.024096385542168676,83,83,True,True
SUB1,0.6844919786096256,187,187,True,True
SUCLA2,0.061224489795918366,49,49,True,True
SUCLG1,0.03361344537815126,119,119,True,True
SUCLG2,0.06976744186046512,43,43,True,True
SUDS3,0.5408163265306123,98,98,True,True
SUFU,0.11864406779661017,59,59,True,True
SUGP1,0.7291666666666666,96,96,True,True
SUGP2,0.5833333333333334,96,96,True,True
SUGT1,0.5714285714285714,49,49,True,True
SULF1,0.8111888111888111,143,143,True,True
SULF2,0.5374149659863946,147,147,True,True
SULT1A1,0.026785714285714284,112,112,True,True
SULT1A3,0.01818181818181818,110,110,True,True
SULT1B1,0.07462686567164178,67,67,True,True
SUMF2,0.26785714285714285,224,224,True,True
SUMO1,0.8350515463917526,97,97,True,True
SUMO2,0.7886178861788617,123,123,True,True
SUN1,0.4304932735426009,223,223,True,True
SUN2,0.17543859649122806,57,57,True,True
SUOX,0.03361344537815126,119,119,True,True
SUPT16H,0.9381443298969072,97,97,True,True
SUPT4H1,0.5964912280701754,114,114,True,True
SUPT5H,0.8507462686567164,134,134,True,True
SUPT6H,0.9238095238095239,105,105,True,True
SUPV3L1,0.38235294117647056,68,68,True,True
SURF1,0.44642857142857145,56,56,True,True
SURF2,0.48214285714285715,56,56,True,True
SURF4,0.35714285714285715,56,56,True,True
SURF6,0.7321428571428571,56,56,True,True
SUSD2,0.04,75,75,True,True
SUZ12,0.81,100,100,True,True
SVEP1,0.05172413793103448,58,58,True,True
SVIL,0.08235294117647059,85,85,True,True
SVIP,0.09836065573770492,61,61,True,True
SWAP70,0.5,60,60,True,True
SYDE1,0.08791208791208792,91,91,True,True
SYF2,0.5806451612903226,62,62,True,True
SYK,0.38333333333333336,60,60,True,True
SYMPK,0.8901098901098901,91,91,True,True
SYNC,0.029850746268656716,67,67,True,True
SYNCRIP,0.8461538461538461,52,52,True,True
SYNE1,0.0,45,45,True,True
SYNE2,0.6071428571428571,84,84,True,True
SYNE3,0.012048192771084338,83,83,True,True
SYNGR2,0.4824561403508772,114,114,True,True
SYNJ1,0.06578947368421052,76,76,True,True
SYNJ2,0.5652173913043478,46,46,True,True
SYNM,0.06666666666666667,75,75,True,True
SYNPO,0.025,120,120,True,True
SYNPO2,0.020833333333333332,48,48,True,True
SYNRG,0.22935779816513763,109,109,True,True
SYPL1,0.36492890995260663,211,211,True,True
SYTL2,0.2840909090909091,88,88,True,True
SYVN1,0.5217391304347826,92,92,True,True
SZRD1,0.6285714285714286,70,70,True,True
SZT2,0.17647058823529413,85,85,True,True
TAB1,0.09836065573770492,61,61,True,True
TAB2,0.4375,48,48,True,True
TACC1,0.09166666666666666,120,120,True,True
TACC2,0.4375,64,64,True,True
TACC3,0.8571428571428571,63,63,True,True
TACO1,0.34959349593495936,123,123,True,True
TADA3,0.49019607843137253,51,51,True,True
TAF10,0.5964912280701754,57,57,True,True
TAF12,0.5737704918032787,61,61,True,True
TAF15,0.6435643564356436,101,101,True,True
TAF2,0.6101694915254238,177,177,True,True
TAF3,0.30120481927710846,83,83,True,True
TAF4,0.5238095238095238,147,147,True,True
TAF5,0.14285714285714285,56,56,True,True
TAF5L,0.5,182,182,True,True
TAF6,0.38636363636363635,220,220,True,True
TAF6L,0.5679012345679012,81,81,True,True
TAF7,0.6379310344827587,116,116,True,True
TAF8,0.26605504587155965,109,109,True,True
TAGLN,0.0958904109589041,73,73,True,True
TAGLN2,0.31,200,200,True,True
TALDO1,0.5102040816326531,49,49,True,True
TAMM41,0.1702127659574468,47,47,True,True
TANC1,0.14953271028037382,107,107,True,True
TANC2,0.5080645161290323,124,124,True,True
TANGO2,0.037037037037037035,81,81,True,True
TANGO6,0.24468085106382978,94,94,True,True
TANK,0.7403846153846154,104,104,True,True
TAOK1,0.47959183673469385,98,98,True,True
TAOK2,0.1,110,110,True,True
TAOK3,0.30612244897959184,98,98,True,True
TAP1,0.5204081632653061,98,98,True,True
TAP2,0.6224489795918368,98,98,True,True
TAPBP,0.4845360824742268,97,97,True,True
TAPBPL,0.2857142857142857,140,140,True,True
TAPT1,0.19672131147540983,61,61,True,True
TARBP1,0.5913978494623656,186,186,True,True
TARBP2,0.5855855855855856,111,111,True,True
TARDBP,0.5538461538461539,65,65,True,True
TARS,0.9037433155080213,187,187,True,True
TARS2,0.5482233502538071,197,197,True,True
TARSL2,0.2857142857142857,77,77,True,True
TASP1,0.32592592592592595,135,135,True,True
TATDN1,0.39664804469273746,179,179,True,True
TATDN3,0.14054054054054055,185,185,True,True
TAX1BP1,0.36681222707423583,229,229,True,True
TAX1BP3,0.14285714285714285,42,42,True,True
TBC1D1,0.07692307692307693,65,65,True,True
TBC1D10A,0.3088235294117647,68,68,True,True
TBC1D10B,0.5535714285714286,112,112,True,True
TBC1D13,0.11666666666666667,60,60,True,True
TBC1D15,0.484375,128,128,True,True
TBC1D17,0.06741573033707865,89,89,True,True
TBC1D2,0.3620689655172414,58,58,True,True
TBC1D20,0.24427480916030533,131,131,True,True
TBC1D22A,0.5,58,58,True,True
TBC1D22B,0.34,100,100,True,True
TBC1D23,0.7610619469026548,113,113,True,True
TBC1D24,0.09278350515463918,97,97,True,True
TBC1D2B,0.14516129032258066,62,62,True,True
TBC1D4,0.12121212121212122,66,66,True,True
TBC1D5,0.2978723404255319,47,47,True,True
TBC1D8,0.18269230769230768,104,104,True,True
TBC1D9,0.12,50,50,True,True
TBC1D9B,0.5714285714285714,133,133,True,True
TBCA,0.75,80,80,True,True
TBCB,0.592,125,125,True,True
TBCC,0.6388888888888888,108,108,True,True
TBCD,0.36936936936936937,111,111,True,True
TBCEL,0.02857142857142857,70,70,True,True
TBCK,0.02127659574468085,47,47,True,True
TBK1,0.5040650406504065,123,123,True,True
TBL1XR1,0.9147727272727273,176,176,True,True
TBL2,0.7695852534562212,217,217,True,True
TBL3,0.7623762376237624,101,101,True,True
TBP,0.46938775510204084,49,49,True,True
TBRG4,0.36036036036036034,222,222,True,True
TBXAS1,0.2660098522167488,203,203,True,True
TCAF1,0.2315270935960591,203,203,True,True
TCAF2,0.4068627450980392,204,204,True,True
TCEA1,0.6838235294117647,136,136,True,True
TCEA3,0.55,60,60,True,True
TCERG1,0.9016393442622951,122,122,True,True
TCF12,0.5384615384615384,52,52,True,True
TCF20,0.8947368421052632,57,57,True,True
TCF25,0.6951219512195121,82,82,True,True
TCF4,0.14814814814814814,54,54,True,True
TCHP,0.09803921568627451,102,102,True,True
TCIRG1,0.18095238095238095,105,105,True,True
TCOF1,0.9090909090909091,121,121,True,True
TCP1,0.717391304347826,46,46,True,True
TCP11L1,0.14516129032258066,62,62,True,True
TDP1,0.8095238095238095,84,84,True,True
TDP2,0.39361702127659576,94,94,True,True
TDRD3,0.4528301886792453,53,53,True,True
TDRD7,0.6101694915254238,59,59,True,True
TDRKH,0.5408163265306123,196,196,True,True
TDRP,0.2711864406779661,59,59,True,True
TEAD1,0.2727272727272727,66,66,True,True
TECPR1,0.21621621621621623,222,222,True,True
TECPR2,0.16666666666666666,90,90,True,True
TECR,0.3595505617977528,89,89,True,True
TEFM,0.24731182795698925,93,93,True,True
TELO2,0.696969696969697,99,99,True,True
TEP1,0.46875,96,96,True,True
TERF2,0.6938775510204082,98,98,True,True
TERF2IP,0.6521739130434783,92,92,True,True
TES,0.3961352657004831,207,207,True,True
TESC,0.21649484536082475,97,97,True,True
TEX10,0.8135593220338984,59,59,True,True
TEX2,0.2661290322580645,124,124,True,True
TEX264,0.5,44,44,True,True
TF,0.015748031496062992,127,127,True,True
TFAM,0.21428571428571427,70,70,True,True
TFB1M,0.30434782608695654,46,46,True,True
TFB2M,0.41621621621621624,185,185,True,True
TFCP2,0.7232142857142857,112,112,True,True
TFDP1,0.6933333333333334,75,75,True,True
TFEB,0.21818181818181817,110,110,True,True
TFG,0.5625,112,112,True,True
TFIP11,0.8181818181818182,66,66,True,True
TFPI,0.16037735849056603,106,106,True,True
TFRC,0.6706586826347305,167,167,True,True
TGFB1,0.28431372549019607,102,102,True,True
TGFB1I1,0.028037383177570093,107,107,True,True
TGFB2,0.2918918918918919,185,185,True,True
TGFBI,0.42727272727272725,110,110,True,True
TGFBRAP1,0.018867924528301886,106,106,True,True
TGIF1,0.25925925925925924,108,108,True,True
TGM2,0.08108108108108109,148,148,True,True
TGOLN2,0.6311475409836066,122,122,True,True
TGS1,0.5851851851851851,135,135,True,True
THADA,0.55,120,120,True,True
THAP11,0.3125,96,96,True,True
THBD,0.06666666666666667,150,150,True,True
THBS1,0.6521739130434783,46,46,True,True
THBS2,0.9574468085106383,47,47,True,True
THBS3,0.16,200,200,True,True
THBS4,0.10843373493975904,83,83,True,True
THEM4,0.31443298969072164,194,194,True,True
THEM6,0.25301204819277107,166,166,True,True
THEMIS2,0.22580645161290322,62,62,True,True
THG1L,0.47540983606557374,122,122,True,True
THNSL1,0.17857142857142858,84,84,True,True
THOC1,0.8532110091743119,109,109,True,True
THOC3,0.7461538461538462,130,130,True,True
THOC5,0.6268656716417911,67,67,True,True
THOC6,0.7403846153846154,104,104,True,True
THOC7,0.5609756097560976,41,41,True,True
THOP1,0.8888888888888888,72,72,True,True
THRAP3,0.8289473684210527,76,76,True,True
THSD4,0.11475409836065574,61,61,True,True
THSD7A,0.017699115044247787,226,226,True,True
THTPA,0.23809523809523808,84,84,True,True
THUMPD1,0.5533980582524272,103,103,True,True
THUMPD3,0.8571428571428571,49,49,True,True
THY1,0.21428571428571427,70,70,True,True
THYN1,0.3235294117647059,68,68,True,True
TIA1,0.8487394957983193,119,119,True,True
TIAL1,0.7301587301587301,63,63,True,True
TIMM10,0.21794871794871795,78,78,True,True
TIMM10B,0.18181818181818182,55,55,True,True
TIMM13,0.1506849315068493,73,73,True,True
TIMM21,0.5,54,54,True,True
TIMM23,0.44594594594594594,74,74,True,True
TIMM44,0.47435897435897434,78,78,True,True
TIMM50,0.6044776119402985,134,134,True,True
TIMM8B,0.34285714285714286,70,70,True,True
TIMM9,0.32222222222222224,90,90,True,True
TIMMDC1,0.4789915966386555,119,119,True,True
TIMP2,0.20909090909090908,110,110,True,True
TIMP3,0.11290322580645161,62,62,True,True
TINAGL1,0.0,67,67,True,True
TIPRL,0.8256410256410256,195,195,True,True
TJAP1,0.6296296296296297,108,108,True,True
TJP1,0.0,53,53,True,True
TJP2,0.03278688524590164,61,61,True,True
TK2,0.07368421052631578,95,95,True,True
TKT,0.3488372093023256,43,43,True,True
TLE1,0.5263157894736842,57,57,True,True
TLE3,0.9180327868852459,61,61,True,True
TLK1,0.6607142857142857,112,112,True,True
TLK2,0.56,125,125,True,True
TLN1,0.0975609756097561,82,82,True,True
TLN2,0.07692307692307693,52,52,True,True
TLR2,0.3877551020408163,49,49,True,True
TLR3,0.28,50,50,True,True
TM7SF2,0.14130434782608695,92,92,True,True
TM9SF1,0.4578313253012048,83,83,True,True
TM9SF2,0.7746478873239436,71,71,True,True
TM9SF3,0.7,60,60,True,True
TM9SF4,0.696969696969697,165,165,True,True
TMA16,0.3617021276595745,47,47,True,True
TMA7,0.32558139534883723,43,43,True,True
TMBIM6,0.4864864864864865,111,111,True,True
TMCC3,0.29411764705882354,102,102,True,True
TMCO1,0.5102040816326531,196,196,True,True
TMCO3,0.6933333333333334,75,75,True,True
TMCO4,0.359375,64,64,True,True
TMED1,0.6,85,85,True,True
TMED10,0.725,80,80,True,True
TMED2,0.7422680412371134,97,97,True,True
TMED3,0.8688524590163934,61,61,True,True
TMED4,0.5695067264573991,223,223,True,True
TMED5,0.6842105263157895,57,57,True,True
TMED8,0.2948717948717949,78,78,True,True
TMED9,0.8125,128,128,True,True
TMEM102,0.2558139534883721,43,43,True,True
TMEM106B,0.5462555066079295,227,227,True,True
TMEM109,0.22784810126582278,79,79,True,True
TMEM11,0.21052631578947367,57,57,True,True
TMEM115,0.20930232558139536,43,43,True,True
TMEM119,0.038834951456310676,103,103,True,True
TMEM120A,0.2372093023255814,215,215,True,True
TMEM126A,0.2727272727272727,88,88,True,True
TMEM131,0.7657657657657657,111,111,True,True
TMEM134,0.3853211009174312,109,109,True,True
TMEM147,0.17073170731707318,123,123,True,True
TMEM159,0.7920792079207921,101,101,True,True
TMEM165,0.8470588235294118,85,85,True,True
TMEM167A,0.2891566265060241,83,83,True,True
TMEM168,0.6763285024154589,207,207,True,True
TMEM173,0.3333333333333333,117,117,True,True
TMEM177,0.09345794392523364,107,107,True,True
TMEM179B,0.4125,80,80,True,True
TMEM192,0.2553191489361702,47,47,True,True
TMEM199,0.41904761904761906,105,105,True,True
TMEM201,0.7301587301587301,63,63,True,True
TMEM205,0.21176470588235294,85,85,True,True
TMEM209,0.6341463414634146,205,205,True,True
TMEM214,0.9217391304347826,115,115,True,True
TMEM222,0.1935483870967742,62,62,True,True
TMEM223,0.19753086419753085,81,81,True,True
TMEM230,0.7611940298507462,134,134,True,True
TMEM245,0.13559322033898305,59,59,True,True
TMEM263,0.693069306930693,101,101,True,True
TMEM30A,0.14285714285714285,63,63,True,True
TMEM33,0.4626865671641791,67,67,True,True
TMEM41A,0.7076023391812866,171,171,True,True
TMEM41B,0.288135593220339,59,59,True,True
TMEM43,0.1836734693877551,49,49,True,True
TMEM51,0.208955223880597,67,67,True,True
TMEM59,0.36231884057971014,69,69,True,True
TMEM63A,0.31693989071038253,183,183,True,True
TMEM63B,0.3113207547169811,106,106,True,True
TMEM65,0.4692737430167598,179,179,True,True
TMEM68,0.43703703703703706,135,135,True,True
TMEM70,0.4513888888888889,144,144,True,True
TMEM87A,0.66,50,50,True,True
TMEM87B,0.8018867924528302,106,106,True,True
TMEM9B,0.22413793103448276,58,58,True,True
TMF1,0.7959183673469388,49,49,True,True
TMOD1,0.017241379310344827,58,58,True,True
TMOD2,0.018867924528301886,53,53,True,True
TMOD3,0.05660377358490566,53,53,True,True
TMPO,0.82,100,100,True,True
TMSB10,0.3949579831932773,119,119,True,True
TMTC3,0.7843137254901961,102,102,True,True
TMUB1,0.5594059405940595,202,202,True,True
TMX1,0.9032258064516129,93,93,True,True
TMX2,0.3950617283950617,81,81,True,True
TMX3,0.47368421052631576,57,57,True,True
TMX4,0.05303030303030303,132,132,True,True
TNC,0.7090909090909091,55,55,True,True
TNFAIP2,0.4222222222222222,90,90,True,True
TNFAIP3,0.47058823529411764,51,51,True,True
TNFAIP8,0.5263157894736842,95,95,True,True
TNFAIP8L2,0.22,200,200,True,True
TNFRSF12A,0.6153846153846154,104,104,True,True
TNFSF12,0.046511627906976744,43,43,True,True
TNIK,0.13186813186813187,182,182,True,True
TNIP1,0.5983606557377049,122,122,True,True
TNIP2,0.15789473684210525,57,57,True,True
TNKS1BP1,0.33766233766233766,77,77,True,True
TNPO1,0.6162790697674418,86,86,True,True
TNPO2,0.627906976744186,86,86,True,True
TNPO3,0.7843137254901961,204,204,True,True
TNRC18,0.39823008849557523,226,226,True,True
TNRC6A,0.6568627450980392,102,102,True,True
TNRC6B,0.8,60,60,True,True
TNRC6C,0.22608695652173913,115,115,True,True
TNS1,0.012048192771084338,83,83,True,True
TNS2,0.0,112,112,True,True
TNS3,0.08597285067873303,221,221,True,True
TNXB,0.02040816326530612,98,98,True,True
TOE1,0.7710843373493976,83,83,True,True
TOLLIP,0.08163265306122448,49,49,True,True
TOM1,0.2033898305084746,59,59,True,True
TOM1L1,0.2916666666666667,120,120,True,True
TOM1L2,0.022222222222222223,45,45,True,True
TOMM20,0.40860215053763443,186,186,True,True
TOMM22,0.38596491228070173,57,57,True,True
TOMM34,0.5337837837837838,148,148,True,True
TOMM40,0.7171717171717171,99,99,True,True
TOMM5,0.6031746031746031,63,63,True,True
TOMM6,0.2636363636363636,110,110,True,True
TOMM7,0.32751091703056767,229,229,True,True
TOP1,0.8435374149659864,147,147,True,True
TOP2B,0.723404255319149,47,47,True,True
TOP3A,0.5957446808510638,47,47,True,True
TOP3B,0.32,75,75,True,True
TOR1A,0.423728813559322,59,59,True,True
TOR1AIP1,0.4631578947368421,190,190,True,True
TOR1AIP2,0.4126984126984127,189,189,True,True
TOR1B,0.4067796610169492,59,59,True,True
TOR3A,0.6170212765957447,188,188,True,True
TOR4A,0.3548387096774194,62,62,True,True
TOX4,0.6875,96,96,True,True
TP53BP1,0.8823529411764706,51,51,True,True
TP53BP2,0.0718232044198895,181,181,True,True
TP53I11,0.4153846153846154,65,65,True,True
TP53I3,0.34210526315789475,114,114,True,True
TP53RK,0.2972972972972973,148,148,True,True
TPBG,0.7142857142857143,56,56,True,True
TPCN1,0.10204081632653061,98,98,True,True
TPD52,0.6291390728476821,151,151,True,True
TPD52L1,0.4339622641509434,53,53,True,True
TPD52L2,0.6835443037974683,158,158,True,True
TPI1,0.781021897810219,137,137,True,True
TPK1,0.17326732673267325,202,202,True,True
TPM1,0.018867924528301886,53,53,True,True
TPM2,0.03614457831325301,83,83,True,True
TPM3,0.15897435897435896,195,195,True,True
TPM4,0.2826086956521739,92,92,True,True
TPMT,0.5567010309278351,97,97,True,True
TPP1,0.07017543859649122,57,57,True,True
TPP2,0.5753424657534246,73,73,True,True
TPPP,0.010582010582010581,189,189,True,True
TPPP3,0.031578947368421054,95,95,True,True
TPR,0.8518518518518519,189,189,True,True
TPRG1L,0.23809523809523808,63,63,True,True
TPRKB,0.19672131147540983,122,122,True,True
TPRN,0.07936507936507936,63,63,True,True
TPT1,0.76,50,50,True,True
TRA2A,0.6608695652173913,230,230,True,True
TRA2B,0.7558139534883721,172,172,True,True
TRABD,0.7213114754098361,61,61,True,True
TRADD,0.7395833333333334,96,96,True,True
TRAF1,0.4642857142857143,56,56,True,True
TRAF2,0.7741935483870968,62,62,True,True
TRAF3,0.32222222222222224,90,90,True,True
TRAF3IP1,0.1375,80,80,True,True
TRAF3IP3,0.21390374331550802,187,187,True,True
TRAF4,0.3238095238095238,105,105,True,True
TRAF6,0.3230769230769231,65,65,True,True
TRAF7,0.1717171717171717,99,99,True,True
TRAFD1,0.85,100,100,True,True
TRAM1,0.503448275862069,145,145,True,True
TRAP1,0.4380952380952381,105,105,True,True
TRAPPC1,0.04878048780487805,41,41,True,True
TRAPPC10,0.05970149253731343,67,67,True,True
TRAPPC11,0.08,50,50,True,True
TRAPPC12,0.045454545454545456,110,110,True,True
TRAPPC13,0.09523809523809523,84,84,True,True
TRAPPC2L,0.14102564102564102,78,78,True,True
TRAPPC3,0.22666666666666666,75,75,True,True
TRAPPC4,0.07142857142857142,70,70,True,True
TRAPPC5,0.11688311688311688,77,77,True,True
TRAPPC6A,0.14583333333333334,96,96,True,True
TRAPPC6B,0.11428571428571428,105,105,True,True
TRAPPC8,0.11538461538461539,78,78,True,True
TRAPPC9,0.07602339181286549,171,171,True,True
TREX1,0.18604651162790697,43,43,True,True
TRIAP1,0.14285714285714285,98,98,True,True
